Segment (6, 9): 469, 663, 419, 629, 469, 663, 593, 756, 210, 297, 0, 210, 210, 297, 419, 469
Segment (6, 10): 543, 718, 419, 629, 543, 718, 808, 934, 345, 404, 0, 210, 345, 404, 691, 722
Segment (6, 11): 634, 788, 419, 629, 634, 788, 1039, 1140, 475, 520, 0, 210, 475, 520, 951, 974
Segment (6, 12): 730, 867, 419, 629, 730, 867, 1266, 1350, 597, 633, 0, 210, 597, 633, 1194, 1212
Segment (6, 13): 823, 948, 419, 629, 823, 948, 1478, 1551, 709, 739, 0, 210, 709, 739, 1417, 1433
Segment (6, 14): 910, 1024, 419, 629, 910, 1024, 1670, 1734, 808, 835, 0, 210, 808, 835, 1616, 1630
Segment (6, 15): 987, 1093, 419, 629, 987, 1093, 1836, 1895, 894, 918, 0, 210, 894, 918, 1787, 1800
Segment (7, 0): 2684, 2687, 1791, 1796, 899, 906, 11, 25, 2681, 2682, 1787, 1788, 894, 895, 0, 3
Segment (7, 1): 2427, 2431, 1620, 1625, 814, 822, 12, 27, 2424, 2425, 1616, 1617, 808, 810, 0, 3
Segment (7, 2): 2129, 2134, 1422, 1428, 716, 724, 14, 31, 2126, 2127, 1417, 1418, 709, 710, 0, 3
Segment (7, 3): 1795, 1801, 1200, 1207, 605, 616, 16, 36, 1791, 1792, 1194, 1196, 597, 599, 0, 4
Segment (7, 4): 1431, 1438, 958, 966, 486, 498, 20, 45, 1426, 1427, 951, 952, 475, 478, 0, 5
Segment (7, 5): 1044, 1052, 700, 712, 360, 377, 28, 59, 1036, 1038, 691, 693, 345, 349, 0, 7
Segment (7, 6): 641, 655, 435, 454, 233, 260, 43, 88, 629, 632, 419, 423, 210, 216, 0, 11
Segment (7, 7): 244, 281, 183, 228, 129, 183, 87, 152, 211, 220, 141, 152, 70, 87, 0, 29
Segment (7, 8): 157, 222, 141, 211, 157, 222, 199, 253, 70, 99, 0, 70, 70, 99, 141, 157
Segment (7, 9): 252, 297, 141, 211, 252, 297, 442, 469, 210, 221, 0, 70, 210, 221, 419, 425
Segment (7, 10): 373, 405, 141, 211, 373, 405, 705, 722, 345, 353, 0, 70, 345, 353, 691, 695
Segment (7, 11): 496, 520, 141, 211, 496, 520, 961, 974, 475, 481, 0, 70, 475, 481, 951, 953
Segment (7, 12): 613, 633, 141, 211, 613, 633, 1202, 1213, 597, 601, 0, 70, 597, 601, 1194, 1196
Segment (7, 13): 722, 739, 141, 211, 722, 739, 1424, 1433, 709, 712, 0, 70, 709, 712, 1417, 1419
Segment (7, 14): 820, 835, 141, 211, 820, 835, 1622, 1630, 808, 811, 0, 70, 808, 811, 1616, 1618
Segment (7, 15): 905, 918, 141, 211, 905, 918, 1793, 1800, 894, 896, 0, 70, 894, 896, 1787, 1789
Segment (8, 0): 2682, 2681, 1788, 1787, 895, 894, 3, 0, 2687, 2684, 1796, 1791, 906, 899, 25, 11
Segment (8, 1): 2425, 2424, 1617, 1616, 810, 808, 3, 0, 2431, 2427, 1625, 1620, 822, 814, 27, 12
Segment (8, 2): 2127, 2126, 1418, 1417, 710, 709, 3, 0, 2134, 2129, 1428, 1422, 724, 716, 31, 14
Segment (8, 3): 1792, 1791, 1196, 1194, 599, 597, 4, 0, 1801, 1795, 1207, 1200, 616, 605, 36, 16
Segment (8, 4): 1427, 1426, 952, 951, 478, 475, 5, 0, 1438, 1431, 966, 958, 498, 486, 45, 20
Segment (8, 5): 1038, 1036, 693, 691, 349, 345, 7, 0, 1052, 1044, 712, 700, 377, 360, 59, 28
Segment (8, 6): 632, 629, 423, 419, 216, 210, 11, 0, 655, 641, 454, 435, 260, 233, 88, 43
Segment (8, 7): 220, 211, 152, 141, 87, 70, 29, 0, 281, 244, 228, 183, 183, 129, 152, 87
Segment (8, 8): 99, 70, 70, 0, 99, 70, 157, 141, 222, 157, 211, 141, 222, 157, 253, 199
Segment (8, 9): 221, 210, 70, 0, 221, 210, 425, 419, 297, 252, 211, 141, 297, 252, 469, 442
Segment (8, 10): 353, 345, 70, 0, 353, 345, 695, 691, 405, 373, 211, 141, 405, 373, 722, 705
Segment (8, 11): 481, 475, 70, 0, 481, 475, 953, 951, 520, 496, 211, 141, 520, 496, 974, 961
Segment (8, 12): 601, 597, 70, 0, 601, 597, 1196, 1194, 633, 613, 211, 141, 633, 613, 1213, 1202
Segment (8, 13): 712, 709, 70, 0, 712, 709, 1419, 1417, 739, 722, 211, 141, 739, 722, 1433, 1424
Segment (8, 14): 811, 808, 70, 0, 811, 808, 1618, 1616, 835, 820, 211, 141, 835, 820, 1630, 1622
Segment (8, 15): 896, 894, 70, 0, 896, 894, 1789, 1787, 918, 905, 211, 141, 918, 905, 1800, 1793
Segment (9, 0): 2687, 2681, 1795, 1787, 906, 894, 24, 0, 2736, 2705, 1860, 1820, 1001, 942, 199, 94
Segment (9, 1): 2431, 2424, 1625, 1616, 822, 808, 27, 0, 2485, 2451, 1696, 1652, 926, 862, 216, 102
Segment (9, 2): 2134, 2126, 1428, 1417, 724, 709, 30, 0, 2195, 2157, 1508, 1458, 842, 769, 239, 115
Segment (9, 3): 1800, 1791, 1206, 1194, 615, 597, 36, 0, 1873, 1828, 1301, 1243, 753, 669, 270, 133
Segment (9, 4): 1438, 1426, 966, 951, 498, 475, 44, 0, 1527, 1472, 1083, 1011, 665, 564, 313, 159
Segment (9, 5): 1052, 1036, 712, 691, 377, 345, 59, 0, 1173, 1099, 867, 773, 589, 463, 372, 198
Segment (9, 6): 655, 629, 453, 419, 259, 210, 87, 0, 839, 728, 680, 546, 546, 383, 453, 259
Segment (9, 7): 280, 211, 227, 141, 182, 70, 151, 0, 619, 435, 593, 399, 574, 372, 563, 355
Segment (9, 8): 221, 70, 210, 0, 221, 70, 252, 141, 633, 425, 629, 419, 633, 425, 645, 442
Segment (9, 9): 297, 210, 210, 0, 297, 210, 469, 419, 663, 469, 629, 419, 663, 469, 756, 593
Segment (9, 10): 404, 345, 210, 0, 404, 345, 722, 691, 718, 543, 629, 419, 718, 543, 934, 808
Segment (9, 11): 520, 475, 210, 0, 520, 475, 974, 951, 788, 634, 629, 419, 788, 634, 1140, 1039
Segment (9, 12): 633, 597, 210, 0, 633, 597, 1212, 1194, 867, 730, 629, 419, 867, 730, 1350, 1266
Segment (9, 13): 739, 709, 210, 0, 739, 709, 1433, 1417, 948, 823, 629, 419, 948, 823, 1551, 1478
Segment (9, 14): 835, 808, 210, 0, 835, 808, 1630, 1616, 1024, 910, 629, 419, 1024, 910, 1734, 1670
Segment (9, 15): 918, 894, 210, 0, 918, 894, 1800, 1787, 1093, 987, 629, 419, 1093, 987, 1895, 1836
Segment (10, 0): 2698, 2681, 1809, 1787, 927, 894, 64, 0, 2828, 2747, 1981, 1875, 1172, 1023, 475, 236
Segment (10, 1): 2443, 2424, 1641, 1616, 845, 808, 71, 0, 2586, 2497, 1828, 1713, 1112, 950, 506, 255
Segment (10, 2): 2147, 2126, 1445, 1417, 750, 709, 80, 0, 2309, 2209, 1656, 1527, 1047, 868, 547, 281
Segment (10, 3): 1816, 1791, 1227, 1194, 646, 597, 93, 0, 2006, 1889, 1472, 1323, 984, 783, 599, 316
Segment (10, 4): 1457, 1426, 992, 951, 536, 475, 112, 0, 1690, 1548, 1288, 1109, 931, 700, 665, 363
Segment (10, 5): 1079, 1036, 747, 691, 427, 345, 143, 0, 1382, 1200, 1120, 900, 900, 632, 747, 427
Segment (10, 6): 697, 629, 508, 419, 334, 210, 194, 0, 1124, 877, 1003, 725, 908, 599, 848, 512
Segment (10, 7): 375, 211, 334, 141, 303, 70, 282, 0, 1004, 676, 987, 652, 976, 635, 968, 624
Segment (10, 8): 353, 70, 345, 0, 353, 70, 373, 141, 1039, 695, 1036, 691, 1039, 695, 1046, 705
Segment (10, 9): 404, 210, 345, 0, 404, 210, 543, 419, 1057, 722, 1036, 691, 1057, 722, 1118, 808
Segment (10, 10): 489, 345, 345, 0, 489, 345, 772, 691, 1092, 772, 1036, 691, 1092, 772, 1246, 977
Segment (10, 11): 588, 475, 345, 0, 588, 475, 1012, 951, 1140, 839, 1036, 691, 1140, 839, 1406, 1175
Segment (10, 12): 690, 597, 345, 0, 690, 597, 1243, 1194, 1196, 913, 1036, 691, 1196, 913, 1581, 1380
Segment (10, 13): 788, 709, 345, 0, 788, 709, 1459, 1417, 1256, 990, 1036, 691, 1256, 990, 1756, 1577
Segment (10, 14): 879, 808, 345, 0, 879, 808, 1653, 1616, 1314, 1063, 1036, 691, 1314, 1063, 1920, 1758
Segment (10, 15): 958, 894, 345, 0, 958, 894, 1820, 1787, 1368, 1130, 1036, 691, 1368, 1130, 2066, 1916
Segment (11, 0): 2712, 2681, 1829, 1787, 956, 894, 119, 0, 2955, 2805, 2143, 1951, 1393, 1131, 789, 411
Segment (11, 1): 2459, 2424, 1662, 1616, 877, 808, 129, 0, 2725, 2561, 2004, 1796, 1347, 1067, 831, 440
Segment (11, 2): 2165, 2126, 1470, 1417, 786, 709, 145, 0, 2464, 2281, 1851, 1620, 1302, 998, 884, 477
Segment (11, 3): 1838, 1791, 1256, 1194, 688, 597, 166, 0, 2185, 1974, 1693, 1431, 1263, 929, 949, 526
